sample_number,follow_number,Date_Collected,month,year,Who_Collected,Time_Collected,Orangutan_ID,ID_correction,class,flanged_since,known_birth_yr,known_birth_months,known_age_in_months,next_sib_birth_yr,next_sib_birth_month,last_inf_yr,last_inf_month,next_inf_yr,next_inf_mo,known_offspring,known_num_offspring,estim_birth,estim_age_years,age_class,comment
1350,8555,6-Dec-16,12,2016,Rahmatd,4:52:00 AM,Fugit,Fugit,flanged,<2004,,,,,,,,,,,,<1980,36,old flanged,
1351,8562,7-Dec-16,12,2016,Tono,5:29:00 AM,Fugit,Fugit,flanged,<2004,,,,,,,,,,,,<1980,36,old flanged,
1353,8571,10-Dec-16,12,2016,Rahmatd,5:29:00 AM,Inul,Inul,parous female,,,,,,,2014,7,,,FMFM,4,<1978,>38,old female,
1354,8574,11-Dec-16,12,2016,Rahmatd,5:50:00 AM,Inul,Inul,parous female,,,,,,,2014,7,,,FMFM,4,<1978,>38,old female,
1355,8577,12-Dec-16,12,2016,Abuk,5:04:00 AM,Mindy,Mindy,parous female,,,,,,,2014,11,,,FFF,3,c.1986,30,,
1356,8581,15-Dec-16,12,2016,Idun,5:23:00 AM,Mindy,Mindy,parous female,,,,,,,2014,11,,,FFF,3,c.1986,30,,
1357,8589,15-Dec-16,12,2016,Tono,4:57:00 AM,Mindy,Mindy,parous female,,,,,,,2014,11,,,FFF,3,c.1986,30,,
1358,8611,24-Dec-16,12,2016,Abuk,10:27:00 AM,Sugus,Sugus,flanged,<2013,,,,,,,,,,,,<1985,31,mid-aged flanged,
1359,8615,25-Dec-16,12,2016,Suwi,5:26:00 AM,Juni,Juni,parous female,,,,,,,2013,7,,,MF,2,c.1992,24,,
1360,8640,6-Jan-17,1,2017,Suwi,5:28:00 AM,Jinak,Jinak,parous female,,,,,,,2011,7,,,FFFMM,5,1965,>52,old female,
1361,8648,9-Jan-17,1,2017,Suwi,5:34:00 AM,Milo,Milo,parous female,,,,,,,2015,12,,,M,1,2001,16,,
1362,8655,12-Jan-17,1,2017,Suwi,5:05:00 AM,Milo,Milo,parous female,,,,,,,2015,12,,,M,1,2001,16,,
1363,8668,18-Jan-17,1,2017,Suwi,5:57:00 AM,Gismo,Gismo,flanged,2015,,,,,,,,,,,,1990,27,young flanged,
1364,8687,26-Jan-17,1,2017,Suwi,9:06:00 AM,Sugus,Sugus,flanged,<2013,,,,,,,,,,,,<1985,32,mid-aged flanged,
1365,8688,26-Jan-17,1,2017,Abuk,5:28:00 AM,Jip,Jip,local offspring,,2006,2,131,2013,7,,,,,,,,,,
1366,8691,27-Jan-17,1,2017,Abuk,5:57:00 AM,Inul,Inul,parous female,,,,,,,2014,7,,,FMFM,4,<1978,>39,old female,
1367,8694,29-Jan-17,1,2017,Idun,12:06:00 PM,Sugus,Sugus,flanged,<2013,,,,,,,,,,,,<1985,32,mid-aged flanged,
1368,8700,3-Feb-17,2,2017,Abuk,5:16:00 AM,Niko,Niko,flanged,<2003,,,,,,,,,,,,<1978,39,old flanged,
1370,8711,8-Feb-17,2,2017,Isman,5:14:00 AM,Juni,Juni,parous female,,,,,,,2013,7,,,MF,2,c.1992,25,,
1371,8713,8-Feb-17,2,2017,Suwi,5:18:00 AM,Mindy,Mindy,parous female,,,,,,,2014,11,,,FFF,3,c.1986,31,,
1372,8715,9-Feb-17,2,2017,Isman,5:17:00 AM,Juni,Juni,parous female,,,,,,,2013,7,,,MF,2,c.1992,25,,
1374,8721,10-Feb-17,2,2017,Suwi,5:18:00 AM,Juni,Juni,parous female,,,,,,,2013,7,,,MF,2,c.1992,25,,
1373,8719,10-Feb-17,2,2017,Idun,5:12:00 AM,Mindy,Mindy,parous female,,,,,,,2014,11,,,FFF,3,c.1986,31,,
1375,8723,11-Feb-17,2,2017,Abuk,5:24:00 AM,Mindy,Mindy,parous female,,,,,,,2014,11,,,FFF,3,c.1986,31,,
1376,8737,17-Feb-17,2,2017,Isman,4:56:00 AM,Jinak,Jinak,parous female,,,,,,,2011,7,,,FFFMM,5,1965,>52,old female,
1377,8748,19-Feb-17,2,2017,Abuk,12:07:00 PM,Ekko,Ekko,flanged,2015,,,,,,,,,,,,1990,27,young flanged,
1378,8749,20-Feb-17,2,2017,Abuk,5:24:00 AM,Tina,Tina,parous female,,,,,,,2012,2,,,MM,2,<1990,27,,
1379,8768,2-Mar-17,3,2017,Anna,4:59:00 AM,Ekko,Ekko,flanged,2015,,,,,,,,,,,,1990,27,young flanged,
1380,8801,15-Mar-17,3,2017,Tono,5:13:00 AM,Kondor,Kondor,parous female,,,,,,,lost,,,,,lost,1998,19,,
1381,8805,17-Mar-17,3,2017,Suwi,5:29:00 AM,Gismo,Gismo,flanged,2015,,,,,,,,,,,,1990,27,young flanged,
1382,8811,19-Mar-17,3,2017,Abuk,5:55:00 AM,Gismo,Gismo,flanged,2015,,,,,,,,,,,,1990,27,young flanged,
1383,8817,24-Mar-17,3,2017,Abuk,5:21:00 AM,Milo,Milo,parous female,,,,,,,2015,12,,,M,1,2001,16,,
1384,8819,25-Mar-17,3,2017,Abuk,5:05:00 AM,Milo,Milo,parous female,,,,,,,2015,12,,,M,1,2001,16,,
1386,8827,1-Apr-17,4,2017,Idun,5:12:00 AM,Dayak,Dayak,flanged,2010,,,,,,,,,,,,<1985,32,mid-aged flanged,
1389,8832,4-Apr-17,4,2017,Tono,5:31:00 AM,Sugus,Sugus,flanged,<2013,,,,,,,,,,,,<1985,32,mid-aged flanged,
1387,8834,4-Apr-17,4,2017,Idun,5:44:00 AM,Ted,Ted,unflanged,,,,,,,,,,,,,<1998,19,young unflanged,
1388,8838,4-Apr-17,4,2017,Isman,5:13:00 AM,Mawas,Mawas,local offspring,,2008,7,105,2014,11,,,,,,,,,,
1390,8836,5-Apr-17,4,2017,Cecilia,5:20:00 AM,Sugus,Sugus,flanged,<2013,,,,,,,,,,,,<1985,32,mid-aged flanged,
1391,8845,5-Apr-17,4,2017,Isman,5:02:00 AM,Ted,Ted,unflanged,,,,,,,,,,,,,<1998,19,young unflanged,
1392,8839,6-Apr-17,4,2017,Isman,11:08:00 AM,Sugus,Sugus,flanged,<2013,,,,,,,,,,,,<1985,32,mid-aged flanged,
1393,8840,6-Apr-17,4,2017,Abuk,7:46:00 AM,Mawas,Mawas,local offspring,,2008,7,105,2014,11,,,,,,,,,,
1394,8843,7-Apr-17,4,2017,Idun,5:37:00 AM,Sugus,Sugus,flanged,<2013,,,,,,,,,,,,<1985,32,mid-aged flanged,
1395,8850,12-Apr-17,4,2017,Tono,5:10:00 AM,Kerry,Kerry,parous female,,,,,,,2014,6,,,FMM,3,c.1980,37,,
1396,8852,13-Apr-17,4,2017,Isman,8:19:00 AM,Kerry,Kerry,parous female,,,,,,,2014,6,,,FMM,3,c.1980,37,,
1397,8854,14-Apr-17,4,2017,Abuk,4:58:00 AM,Kerry,Kerry,parous female,,,,,,,2014,6,,,FMM,3,c.1980,37,,
1399,8859,15-Apr-17,4,2017,Idun,8:09:00 AM,Kiki,Kiki,unflanged,,,,,,,,,,,,,<1996,21,old unflanged,
1398,8857,15-Apr-17,4,2017,Abuk,4:58:00 AM,Kerry,Kerry,parous female,,,,,,,2014,6,,,FMM,3,c.1980,37,,
1400,8863,20-Apr-17,4,2017,Abuk,5:29:00 AM,Sony,Sony,local offspring,,2010,3,85,,,,,,,,,,,,orphan
1401,8870,23-Apr-17,4,2017,Suwi,5:10:00 AM,Streisel,Streisel,local adolescent,,,,,2010,3,,,,,,,2002,15,,
1402,8871,23-Apr-17,4,2017,Idun,6:50:00 AM,Unknown unflanged male,Molong,unflanged,,,,,,,,,,,,,<2000,17,young unflanged,
1404,8872,24-Apr-17,4,2017,Abuk,9:33:00 AM,Streisel,Streisel,local adolescent,,,,,2010,3,,,,,,,2002,15,,
1405,8873,24-Apr-17,4,2017,Isman,9:28:00 AM,Unknown unflanged male,Molong,unflanged,,,,,,,,,,,,,<2000,17,young unflanged,
1403,8874,24-Apr-17,4,2017,Cecilia,10:44:00 AM,Salman,Salman,unflanged,,,,,,,,,,,,,<1996,21,old unflanged,
1407,8875,25-Apr-17,4,2017,Suwi,9:22:00 AM,Streisel,Streisel,local adolescent,,,,,2010,3,,,,,,,2002,15,,
1406,8876,25-Apr-17,4,2017,Rahmatd,12:44:00 PM,Salman,Salman,unflanged,,,,,,,,,,,,,<1996,21,old unflanged,
1408,8886,2-May-17,5,2017,Isman,11:54:00 AM,Inul,Inul,parous female,,,,,,,2014,7,,,FMFM,4,<1978,>39,old female,
1410,8890,3-May-17,5,2017,Suwi,8:43:00 AM,Inul,Inul,parous female,,,,,,,2014,7,,,FMFM,4,<1978,>39,old female,
1411,8894,4-May-17,5,2017,Suwi,5:01:00 AM,Momo,Momo,flanging,2018,,,,,,,,,,,,<1993,24,old unflanged,
1412,8896,4-May-17,5,2017,Isman,5:01:00 AM,Ekko,Ekko,flanged,2015,,,,,,,,,,,,1990,27,young flanged,
1413,8897,4-May-17,5,2017,Tono,4:49:00 AM,Inul,Inul,parous female,,,,,,,2014,7,,,FMFM,4,<1978,>39,old female,
1415,8901,5-May-17,5,2017,Isman,5:08:00 AM,Ekko,Ekko,flanged,2015,,,,,,,,,,,,1990,27,young flanged,
1414,8899,5-May-17,5,2017,Tono,5:35:00 AM,Inul,Inul,parous female,,,,,,,2014,7,,,FMFM,4,<1978,>39,old female,
1416,8902,6-May-17,5,2017,Tono,5:10:00 AM,Inul,Inul,parous female,,,,,,,2014,7,,,FMFM,4,<1978,>39,old female,
1417,8905,9-May-17,5,2017,Isman,8:53:00 AM,Ekko,Ekko,flanged,2015,,,,,,,,,,,,1990,27,young flanged,
1418,8911,12-May-17,5,2017,Cecilia,5:21:00 AM,Dayak,Dayak,flanged,2010,,,,,,,,,,,,<1985,32,mid-aged flanged,
1420,8916,13-May-17,5,2017,Abuk,5:24:00 AM,Cinta,Cinta,parous female,,,,,,,2014,9,,,MM,2,<1994,23,,
1422,8918,14-May-17,5,2017,Suwi,5:53:00 AM,Cinta,Cinta,parous female,,,,,,,2014,9,,,MM,2,<1994,23,,
1421,8920,14-May-17,5,2017,Abuk,5:35:00 AM,Charlie,Charlie,local offspring,,,,,2014,9,,,,,,,2008,9,,
1423,8923,16-May-17,5,2017,Tono,5:21:00 AM,Dayak,Dayak,flanged,2010,,,,,,,,,,,,<1985,32,mid-aged flanged,
1425,8924,16-May-17,5,2017,Isman,6:25:00 AM,Gismo,Gismo,flanged,2015,,,,,,,,,,,,1990,27,young flanged,
1424,8925,16-May-17,5,2017,Cecilia,5:12:00 AM,Bella,Vodka,pregnant,,,,,,,,,2018,check,not yet,,c.2002,15,,infant first seen Oct 2018 but several months old
1426,8926,17-May-17,5,2017,Isman,4:36:00 AM,Bella,Vodka,pregnant,,,,,,,,,2018,check,not yet,,c.2002,15,,infant first seen Oct 2018 but several months old
1427,8927,17-May-17,5,2017,Tono,5:52:00 AM,Gismo,Gismo,flanged,2015,,,,,,,,,,,,1990,27,young flanged,
1430,8930,18-May-17,5,2017,Abuk,4:56:00 AM,Bella,Vodka,pregnant,,,,,,,,,2018,check,not yet,,c.2002,15,,infant first seen Oct 2018 but several months old
1429,8931,18-May-17,5,2017,Isman,4:58:00 AM,Gismo,Gismo,flanged,2015,,,,,,,,,,,,1990,27,young flanged,
1433,8936,19-May-17,5,2017,Isman,4:40:00 AM,Desy,Desy,parous female,,,,,,,2016,6,,,MMM,3,1990,27,,
1431,8934,19-May-17,5,2017,Suwi,5:52:00 AM,Bella,Vodka,pregnant,,,,,,,,,2018,check,not yet,,c.2002,15,,infant first seen Oct 2018 but several months old
1432,8935,19-May-17,5,2017,Tono,5:00:00 AM,Mawas,Mawas,local offspring,,2008,7,106,2014,11,,,,,,,,,,
1436,8940,20-May-17,5,2017,Tono,5:38:00 AM,Desy,Desy,parous female,,,,,,,2016,6,,,MMM,3,1990,27,,
1435,8939,20-May-17,5,2017,Mawas,5:13:00 AM,Mawas,Mawas,local offspring,,2008,7,106,2014,11,,,,,,,,,,
1444,8959,20-May-17,5,2017,Katherine,11:29:00 AM,Dayak,Dayak,flanged,2010,,,,,,,,,,,,<1985,32,mid-aged flanged,
1438,8943,21-May-17,5,2017,Abuk,4:37:00 AM,Desy,Desy,parous female,,,,,,,2016,6,,,MMM,3,1990,27,,
1437,8942,21-May-17,5,2017,Rahmatd,5:16:00 AM,Mawas,Mawas,local offspring,,2008,7,106,2014,11,,,,,,,,,,
1439,8947,22-May-17,5,2017,Abuk,4:58:00 AM,Ted,Ted,unflanged,,,,,,,,,,,,,<1998,19,young unflanged,
1442,8955,25-May-17,5,2017,Suwi,5:48:00 AM,Dayak,Dayak,flanged,2010,,,,,,,,,,,,<1985,32,mid-aged flanged,
1443,8957,27-May-17,5,2017,Suwi,5:18:00 AM,Helium,Helium,flanged,<2012,,,,,,,,,,,,<1987,30,mid-aged flanged,
1445,9999,31-May-17,5,2017,Suwi,5:50:00 AM,Dayak,Dayak,flanged,2010,,,,,,,,,,,,<1985,32,mid-aged flanged,
1445,9999,31-May-17,5,2017,Suwi,5:50:00 AM,Dayak,Dayak,flanged,2010,,,,,,,,,,,,<1985,32,mid-aged flanged,
1447,9999,1-Jun-17,6,2017,Suwi,5:27:00 AM,Dayak,Dayak,flanged,2010,,,,,,,,,,,,<1985,32,mid-aged flanged,
1447,9999,1-Jun-17,6,2017,Suwi,5:27:00 AM,Dayak,Dayak,flanged,2010,,,,,,,,,,,,<1985,32,mid-aged flanged,
1451,8972,3-Jun-17,6,2017,Abuk,5:17:00 AM,Preman,Preman,flanged,2008,,,,,,,,,,,,<1983,34,mid-aged flanged,
1450,8971,3-Jun-17,6,2017,Tono,4:41:00 AM,Talia,Talia,parous female,,,,,,,c.1999,,,,FM,>2,<1978,>40,old female,"no offspring since c.1999, looks ancient - last seen Oct 2017"
1454,8978,6-Jun-17,6,2017,Isman,10:12:00 AM,Preman,Preman,flanged,2008,,,,,,,,,,,,<1983,34,mid-aged flanged,
1455,8983,8-Jun-17,6,2017,Isman,4:45:00 AM,Molong,Molong,unflanged,,,,,,,,,,,,,<2000,17,young unflanged,
1457,8994,11-Jun-17,6,2017,Suwi,5:06:00 AM,Arthur,Arthur,flanged,<2015,,,,,,,,,,,,<1990,27,young flanged,
1458,8995,11-Jun-17,6,2017,Abuk,5:05:00 AM,Petzy,Petzy,local offspring,,,,,2016,5,,,,,,,2008,9,,
1459,8997,12-Jun-17,6,2017,Idun,5:46:00 AM,Arthur,Arthur,flanged,<2015,,,,,,,,,,,,<1990,27,young flanged,
1461,9001,13-Jun-17,6,2017,Suwi,5:24:00 AM,Pinky,Pinky,parous female,,,,,,,2016,5,,,MMF,3,<1986,31,,
1462,9000,13-Jun-17,6,2017,Isman,6:27:00 AM,Arthur,Arthur,flanged,<2015,,,,,,,,,,,,<1990,27,young flanged,
1463,9005,15-Jun-17,6,2017,Isman,5:41:00 AM,Arthur,Arthur,flanged,<2015,,,,,,,,,,,,<1990,27,young flanged,
1466,9013,18-Jun-17,6,2017,Idun,10:41:00 AM,Ekko,Ekko,flanged,2015,,,,,,,,,,,,1990,27,young flanged,
1465,9011,18-Jun-17,6,2017,Suwi,5:48:00 AM,Kerry,Kerry,parous female,,,,,,,2014,6,,,FMM,3,c.1980,37,,
1467,9019,20-Jun-17,6,2017,Tono,5:05:00 AM,Kerry,Kerry,parous female,,,,,,,2014,6,,,FMM,3,c.1980,37,,
1468,9023,6-Jul-17,7,2017,Abuk,5:46:00 AM,Dayak,Dayak,flanged,2010,,,,,,,,,,,,<1985,32,mid-aged flanged,
1470,9026,9-Jul-17,7,2017,Abuk,5:50:00 AM,Dayak,Dayak,flanged,2010,,,,,,,,,,,,<1985,32,mid-aged flanged,
1471,9028,11-Jul-17,7,2017,Idun,12:32:00 PM,Dayak,Dayak,flanged,2010,,,,,,,,,,,,<1985,32,mid-aged flanged,
1473,9035,15-Jul-17,7,2017,Suwi,5:22:00 AM,Gismo,Gismo,flanged,2015,,,,,,,,,,,,1990,27,young flanged,
1476,9048,21-Jul-17,7,2017,Idun,5:05:00 AM,Helium,Helium,flanged,<2012,,,,,,,,,,,,<1987,30,mid-aged flanged,
1479,9052,22-Jul-17,7,2017,Idun,5:45:00 AM,Unknown flanged male,Vladimir,flanged,<2017,,,,,,,,,,,,c.1987,30,mid-aged flanged,
1481,9053,23-Jul-17,7,2017,Suwi,4:34:00 AM,Kondor,Kondor,pregnant,,,,,,,lost,,,,,lost,1998,19,,pregnant
1480,9054,23-Jul-17,7,2017,Idun,5:19:00 AM,Helium,Helium,flanged,<2012,,,,,,,,,,,,<1987,30,mid-aged flanged,
1482,9055,23-Jul-17,7,2017,Abuk,5:14:00 AM,Unknown flanged male,Vladimir,flanged,<2017,,,,,,,,,,,,c.1987,30,mid-aged flanged,
1484,9065,29-Jul-17,7,2017,Idun,5:06:00 AM,Preman,Preman,flanged,2008,,,,,,,,,,,,<1983,34,mid-aged flanged,
1485,9066,29-Jul-17,7,2017,Abuk,5:23:00 AM,Sugus,Sugus,flanged,<2013,,,,,,,,,,,,<1985,32,mid-aged flanged,
1486,9067,30-Jul-17,7,2017,Abuk,11:39:00 AM,Preman,Preman,flanged,2008,,,,,,,,,,,,<1983,34,mid-aged flanged,
1487,9068,30-Jul-17,7,2017,Suwi,10:57:00 AM,Sugus,Sugus,flanged,<2013,,,,,,,,,,,,<1985,32,mid-aged flanged,
1489,9072,1-Aug-17,8,2017,Isman,5:47:00 AM,Sugus,Sugus,flanged,<2013,,,,,,,,,,,,<1985,32,mid-aged flanged,
1490,9077,3-Aug-17,8,2017,Tono,5:06:00 AM,Mawas,Mawas,local offspring,,2008,7,109,2014,11,,,,,,,,,,
1491,9085,5-Aug-17,8,2017,Abuk,5:01:00 AM,Mawas,Mawas,local offspring,,2008,7,109,2014,11,,,,,,,,,,
1492,9088,6-Aug-17,8,2017,Suwi,5:48:00 AM,Mawas,Mawas,local offspring,,2008,7,109,2014,11,,,,,,,,,,
1493,9091,7-Aug-17,8,2017,Abuk,5:22:00 AM,Pinky,Pinky,parous female,,,,,,,2016,5,,,MMF,3,<1986,31,,
1494,9092,7-Aug-17,8,2017,Idun,5:23:00 AM,Petzy,Petzy,local offspring,,,,,2016,5,,,,,,,2008,9,,
1495,9096,11-Aug-17,8,2017,Tono,5:21:00 AM,Kerry,Kerry,parous female,,,,,,,2014,6,,,FMM,3,c.1980,37,,
1497,9112,19-Aug-17,8,2017,Isman,5:37:00 AM,HS150,Vladimir,flanged,<2017,,,,,,,,,,,,c.1987,30,mid-aged flanged,seen as inflanged in 2007
1498,9115,20-Aug-17,8,2017,Abuk,1:09:00 PM,Ekko,Ekko,flanged,2015,,,,,,,,,,,,1990,27,young flanged,
1499,9118,21-Aug-17,8,2017,Abuk,11:52:00 AM,HS150,Vladimir,flanged,<2017,,,,,,,,,,,,c.1987,30,mid-aged flanged,seen as inflanged in 2007
1501,9119,22-Aug-17,8,2017,Tono,10:57:00 PM,Ekko,Ekko,flanged,2015,,,,,,,,,,,,1990,27,young flanged,
1503,9130,27-Aug-17,8,2017,Abuk,4:42:00 AM,Pinky,Pinky,parous female,,,,,,,2016,5,,,MMF,3,<1986,31,,
1504,9135,28-Aug-17,8,2017,Tono,5:27:00 AM,Ipsy,Ipsy,local offspring,,2007,6,122,2014,1,,,,,,,,,,"without mother who was last seen in May 2017, but last together"
1507,9141,30-Aug-17,8,2017,Abuk,5:16:00 AM,Ipsy,Ipsy,local offspring,,2007,6,122,2014,1,,,,,,,,,,"without mother who was last seen in May 2017, but last together"
1509,9147,2-Sep-17,9,2017,Isman,6:33:00 AM,Petzy,Petzy,local offspring,,,,,,,,,,,,,2008,9,,"2 days after disappearance younger sib Pina, mother Pinky wounded on knee, "
1511,9150,3-Sep-17,9,2017,Idun,5:42:00 AM,HS150,Vladimir,flanged,<2017,,,,,,,,,,,,c.1987,30,mid-aged flanged,seen as inflanged in 2007
1510,9150,3-Sep-17,9,2017,Idun,5:49:00 AM,Petzy,Petzy,local offspring,,,,,,,,,,,,,2008,9,,3 days after disappearance younger sib Pina
1513,9151,4-Sep-17,9,2017,Idun,5:47:00 AM,Pinky,Pinky,parous female,,,,,,,lost,,,,MM(F),2+lost,<1986,31,,"4 days after disappearance Pina, wounded knee, male attention; note previous offspring Petzy suckling again"
1514,9152,4-Sep-17,9,2017,Abuk,11:02:00 AM,Petzy,Petzy,local offspring,,,,,,,,,,,,,2008,9,,4 days after disappearance younger sib Pina
1515,9153,4-Sep-17,9,2017,Isman,5:13:00 AM,HS150,Vladimir,flanged,<2017,,,,,,,,,,,,c.1987,30,mid-aged flanged,seen as inflanged in 2007
1516,9154,5-Sep-17,9,2017,Isman,5:17:00 AM,Pinky,Pinky,parous female,,,,,,,lost,,,,MM(F),2+lost,<1986,31,,"5 days after disappearance Pina, wounded knee, male attention; note previous offspring Petzy suckling again"
1517,9157,6-Sep-17,9,2017,Pak Rahmatd,6:31:00 AM,Pinky,Pinky,parous female,,,,,,,lost,,,,MM(F),2+lost,<1986,31,,"6 days after disappearance Pina, wounded knee, male attention; note previous offspring Petzy suckling again"
1519,9163,8-Sep-17,9,2017,Isman,7:50:00 AM,unknown individual,unflanged?,unkown,,,,,,,,,,,,,,,,unflanged male in assoc with PinkyPetzy
1520,9165,12-Sep-17,9,2017,Suwi,5:27:00 AM,Sugus,Sugus,flanged,<2013,,,,,,,,,,,,<1985,32,mid-aged flanged,
1522,9168,13-Sep-17,9,2017,Abuk,9:24:00 AM,Dayak,Dayak,flanged,2010,,,,,,,,,,,,<1985,32,mid-aged flanged,
1523,9172,14-Sep-17,9,2017,Tono,5:14:00 AM,Kondor,Kondor,parous female,,,,,,,2017,8,2017,8,"(F,M)M",1+lost,1998,19,,
1524,9176,15-Sep-17,9,2017,Tono,5:41:00 AM,Cikipos,Cikipos,parous female,,,,,,,2012,,,,M,1,1998,19,,
1525,9178,15-Sep-17,9,2017,Suwi,5:15:00 AM,Kondor,Kondor,parous female,,,,,,,2017,8,,,"(F,M)M",1+lost,1998,19,,
1526,9180,16-Sep-17,9,2017,Idun,5:07:00 AM,Kondor,Kondor,parous female,,,,,,,2017,8,,,"(F,M)M",1+lost,1998,19,,
1527,9181,16-Sep-17,9,2017,Abuk,5:29:00 AM,Cikipos,Cikipos,parous female,,,,,,,2012,,,,M,1,1998,19,,
1529,9185,17-Sep-17,9,2017,Suwi,5:29:00 AM,Cikipos,Cikipos,parous female,,,,,,,2012,,,,M,1,1998,19,,
1528,9186,17-Sep-17,9,2017,Abuk,5:16:00 AM,Danum,Danum,local offspring,,2010,7,86,,,,,,,,,,,,
1530,9187,18-Sep-17,9,2017,Abuk,5:02:00 AM,Kondor,Kondor,parous female,,,,,,,2017,8,,,"(F,M)M",1+lost,1998,19,,
1531,9189,19-Sep-17,9,2017,Isman,5:16:00 AM,Kondor,Kondor,parous female,,,,,,,2017,8,,,"(F,M)M",1+lost,1998,19,,
1532,9191,20-Sep-17,9,2017,Tono,4:49:00 AM,Kondor,Kondor,parous female,,,,,,,2017,8,,,"(F,M)M",1+lost,1998,19,,
1533,9194,21-Sep-17,9,2017,Suwi,5:04:00 AM,Kondor,Kondor,parous female,,,,,,,2017,8,,,"(F,M)M",1+lost,1998,19,,
1534,9197,22-Sep-17,9,2017,Idun,4:47:00 AM,Kondor,Kondor,parous female,,,,,,,2017,8,,,"(F,M)M",1+lost,1998,19,,
1536,9203,23-Sep-17,9,2017,Isman,8:31:00 AM,Wodan,Wodan,flanged,2012,,,,,,,,,,,,1987,30,mid-aged flanged,
1535,9204,23-Sep-17,9,2017,Abuk,7:11:00 AM,Ekko,Ekko,flanged,2015,,,,,,,,,,,,1990,27,young flanged,
1537,9206,24-Sep-17,9,2017,Abuk,12:25:00 PM,Wodan,Wodan,flanged,2012,,,,,,,,,,,,1987,30,mid-aged flanged,
1539,9212,28-Sep-17,9,2017,Abuk,5:06:00 AM,Gismo,Gismo,flanged,2015,,,,,,,,,,,,1990,27,young flanged,
1540,9214,29-Sep-17,9,2017,Abuk,5:07:00 AM,unknown individual,unknown individual,unkown,,,,,,,,,,,,,,,,"focal Tina in assoc adult female, unflangd and Max plus 2 immatures"
1541,9218,30-Sep-17,9,2017,Abuk,4:54:00 AM,unknown individual,unknown individual,unkown,,,,,,,,,,,,,,,,foal Max in assoc Tina Tuk
1543,9231,8-Oct-17,10,2017,Abuk,5:15:00 AM,Rudolf,Rudolf,unflanged,,,,,,,,,,,,,<2000,17,young unflanged,
1544,9245,17-Oct-17,10,2017,Isman,5:20:00 AM,unknown individual,Teju,flanged,<2004,,,,,,,,,,,,<1978,39,old flanged,"sample taken hours before Teju injure himself badly: impaling himself on broken tree sticking through his throatsack - he freed himself with big wound, not seen since…"
1546,9261,19-Oct-17,10,2017,Suwi,4:42:00 AM,Mawas,Mawas,local offspring,,2008,7,111,2014,11,,,,,,,,,,
1545,9262,19-Oct-17,10,2017,Abuk,4:59:00 AM,Gismo,Gismo,flanged,2015,,,,,,,,,,,,1990,27,young flanged,
1547,9267,21-Oct-17,10,2017,Idun,4:47:00 AM,Mawas,Mawas,local offspring,,2008,7,111,2014,11,,,,,,,,,,
1550,9275,22-Oct-17,10,2017,Abuk,4:55:00 AM,Cinta,Cinta,parous female,,,,,,,2014,9,,,MM,2,<1994,23,,
1549,9273,22-Oct-17,10,2017,Suwi,5:12:00 AM,Mawas,Mawas,local offspring,,2008,7,111,2014,11,,,,,,,,,,
1552,9285,25-Oct-17,10,2017,Suwi,4:35:00 AM,Anton,Momo,flanging,2018,,,,,,,,,,,,<1994,23,old unflanged,
1553,9287,26-Oct-17,10,2017,Abuk,4:58:00 AM,Anton,Momo,flanging,2018,,,,,,,,,,,,<1994,23,old unflanged,
1554,9297,30-Oct-17,10,2017,Idun,4:58:00 AM,Cinta,Cinta,parous female,,,,,,,2014,9,,,MM,2,<1994,23,,
1555,9299,30-Oct-17,10,2017,Ellie,6:40:00 AM,Desy,Desy,parous female,,,,,,,2016,6,,,MMM,3,1990,27,,
1556,9303,31-Oct-17,10,2017,Ellie,5:40:00 AM,Cinta,Cinta,parous female,,,,,,,2014,9,,,MM,2,<1994,23,,
1557,9301,31-Oct-17,10,2017,Tono,6:23:00 AM,Desy,Desy,parous female,,,,,,,2016,6,,,MMM,3,1990,27,,
1558,9306,2-Nov-17,11,2017,Tono,5:08:00 AM,Bobo,Bobo,flanged,<2004,,,,,,,,,,,,<1980,37,old flanged,
1559,9308,3-Nov-17,11,2017,Idun,5:24:00 AM,Kerry,Kerry,parous female,,,,,,,2014,6,,,FMM,3,c.1980,37,,
1560,9316,6-Nov-17,11,2017,Idun,4:58:00 AM,Kerry,Kerry,parous female,,,,,,,2014,6,,,FMM,3,c.1980,37,,
1561,9320,7-Nov-17,11,2017,Tono,4:50:00 AM,Kerry,Kerry,parous female,,,,,,,2014,6,,,FMM,3,c.1980,37,,
1562,9321,8-Nov-17,11,2017,Abuk,4:57:00 AM,Milo,Milo,parous female,,,,,,,2015,12,,,M,1,2001,16,,
1565,9238,12-Nov-17,11,2017,Idun,5:04:00 AM,Helium,Helium,flanged,<2012,,,,,,,,,,,,<1987,30,mid-aged flanged,
1563,9327,12-Nov-17,11,2017,Isman,5:12:00 AM,Unknown flanged male,Quasimodo,flanged,<2007,,,,,,,,,,,,<1982,35,old flanged,
1564,9329,12-Nov-17,11,2017,Suwi,5:15:00 AM,Gismo,Gismo,flanged,2015,,,,,,,,,,,,1990,27,young flanged,
1566,9333,13-Nov-17,11,2017,Abuk,4:52:00 AM,Milo,Milo,parous female,,,,,,,2015,12,,,M,1,2001,16,,
1567,9336,14-Nov-17,11,2017,Suwi,4:44:00 AM,Milo,Milo,parous female,,,,,,,2015,12,,,M,1,2001,16,,
